alias,title,id,name,price,rating,review_count,distance,coordinates_latitude,coordinates_longitude,location_address1,city
asianfusion,Asian Fusion,K3ukx2e11xTRtYBU01dmrA,Salty Flame,No especificado,4.4,184,9568.050891007853,25.76022,-80.19267,1414 Brickell Ave,Miami
steak,Steakhouses,K3ukx2e11xTRtYBU01dmrA,Salty Flame,No especificado,4.4,184,9568.050891007853,25.76022,-80.19267,1414 Brickell Ave,Miami
cocktailbars,Cocktail Bars,K3ukx2e11xTRtYBU01dmrA,Salty Flame,No especificado,4.4,184,9568.050891007853,25.76022,-80.19267,1414 Brickell Ave,Miami
cuban,Cuban,UXHxLN3DcDGI57uDIfCuJA,Old's Havana Cuban Bar & Cocina,Medio,4.4,2965,7035.905419577772,25.7655942148975,-80.2192383373502,1442 SW 8th St,Miami
bars,Bars,UXHxLN3DcDGI57uDIfCuJA,Old's Havana Cuban Bar & Cocina,Medio,4.4,2965,7035.905419577772,25.7655942148975,-80.2192383373502,1442 SW 8th St,Miami
venues,Venues & Event Spaces,UXHxLN3DcDGI57uDIfCuJA,Old's Havana Cuban Bar & Cocina,Medio,4.4,2965,7035.905419577772,25.7655942148975,-80.2192383373502,1442 SW 8th St,Miami
mediterranean,Mediterranean,ix8ifP1jQM9ektdVAs19sQ,Crazy About You,Medio,4.2,2764,9973.468955482575,25.762015277335745,-80.1889859201474,1155 Brickell Bay Dr,Miami
italian,Italian,ix8ifP1jQM9ektdVAs19sQ,Crazy About You,Medio,4.2,2764,9973.468955482575,25.762015277335745,-80.1889859201474,1155 Brickell Bay Dr,Miami
spanish,Spanish,ix8ifP1jQM9ektdVAs19sQ,Crazy About You,Medio,4.2,2764,9973.468955482575,25.762015277335745,-80.1889859201474,1155 Brickell Bay Dr,Miami
italian,Italian,oxtMfBGmVNE18pFVuw7lFg,Fratellino,Alto,4.8,1804,2834.064936518243,25.74917,-80.26011,264 Miracle Mile,Miami
seafood,Seafood,WqIBKxRUPXH3NqTViAHLxQ,Bayshore Club Bar & Grill,Alto,4.3,938,6023.917796785677,25.72877375829567,-80.2341624,3391 Pan American Dr,Miami
tradamerican,American,WqIBKxRUPXH3NqTViAHLxQ,Bayshore Club Bar & Grill,Alto,4.3,938,6023.917796785677,25.72877375829567,-80.2341624,3391 Pan American Dr,Miami
wine_bars,Wine Bars,WqIBKxRUPXH3NqTViAHLxQ,Bayshore Club Bar & Grill,Alto,4.3,938,6023.917796785677,25.72877375829567,-80.2341624,3391 Pan American Dr,Miami
sportsbars,Sports Bars,z1UW-zeI50bMEtGKFtrjmA,Grails Miami - Restaurant & Sports Bar,Medio,4.4,686,10852.71572211731,25.803184,-80.195219,2800 N Miami Ave,Miami
newamerican,New American,z1UW-zeI50bMEtGKFtrjmA,Grails Miami - Restaurant & Sports Bar,Medio,4.4,686,10852.71572211731,25.803184,-80.195219,2800 N Miami Ave,Miami
lounges,Lounges,z1UW-zeI50bMEtGKFtrjmA,Grails Miami - Restaurant & Sports Bar,Medio,4.4,686,10852.71572211731,25.803184,-80.195219,2800 N Miami Ave,Miami
italian,Italian,eVhl0Yu1ZRWRD2D1OQGsYg,Capriccio Blue Lagoon,No especificado,4.5,124,3183.705118041825,25.78146011787451,-80.28785769999999,5600 Blue Lagoon Dr,Miami
desserts,Desserts,eVhl0Yu1ZRWRD2D1OQGsYg,Capriccio Blue Lagoon,No especificado,4.5,124,3183.705118041825,25.78146011787451,-80.28785769999999,5600 Blue Lagoon Dr,Miami
newamerican,New American,pUg9rFqeiSIWcWUqri_47w,Sixty Vines,No especificado,4.7,136,10209.090967065355,25.781526,-80.191181,150 NE 8th St.,Miami
breakfast_brunch,Breakfast & Brunch,pUg9rFqeiSIWcWUqri_47w,Sixty Vines,No especificado,4.7,136,10209.090967065355,25.781526,-80.191181,150 NE 8th St.,Miami
wine_bars,Wine Bars,pUg9rFqeiSIWcWUqri_47w,Sixty Vines,No especificado,4.7,136,10209.090967065355,25.781526,-80.191181,150 NE 8th St.,Miami
sushi,Sushi Bars,O4gh_gZPp1zW9QtC1aMHWw,House of Food Porn,No especificado,4.8,171,12507.730930037038,25.8326319884545,-80.200107379434,197 NW 62nd St,Miami
asianfusion,Asian Fusion,O4gh_gZPp1zW9QtC1aMHWw,House of Food Porn,No especificado,4.8,171,12507.730930037038,25.8326319884545,-80.200107379434,197 NW 62nd St,Miami
wine_bars,Wine Bars,O4gh_gZPp1zW9QtC1aMHWw,House of Food Porn,No especificado,4.8,171,12507.730930037038,25.8326319884545,-80.200107379434,197 NW 62nd St,Miami
argentine,Argentine,Obt7Njta79-1CNtNwhNXiw,Bunbury,Alto,4.6,948,10276.024248591662,25.788458,-80.193363,55 NE 14th St,Miami
steak,Steakhouses,Obt7Njta79-1CNtNwhNXiw,Bunbury,Alto,4.6,948,10276.024248591662,25.788458,-80.193363,55 NE 14th St,Miami
cocktailbars,Cocktail Bars,Obt7Njta79-1CNtNwhNXiw,Bunbury,Alto,4.6,948,10276.024248591662,25.788458,-80.193363,55 NE 14th St,Miami
cuban,Cuban,hZm7TunlrksQbgS0ssXbUg,Versailles,Medio,4.0,6869,3789.5569842271616,25.765389817507295,-80.25287416592283,3555 SW 8th St,Miami
coffee,Coffee & Tea,hZm7TunlrksQbgS0ssXbUg,Versailles,Medio,4.0,6869,3789.5569842271616,25.765389817507295,-80.25287416592283,3555 SW 8th St,Miami
sandwiches,Sandwiches,hZm7TunlrksQbgS0ssXbUg,Versailles,Medio,4.0,6869,3789.5569842271616,25.765389817507295,-80.25287416592283,3555 SW 8th St,Miami
mediterranean,Mediterranean,_tiVacKyfWZjOljFenLwVQ,Giselle Miami,No especificado,4.5,430,10127.920790439312,25.78496366,-80.19341399,15 NE 11th St,Miami
lounges,Lounges,_tiVacKyfWZjOljFenLwVQ,Giselle Miami,No especificado,4.5,430,10127.920790439312,25.78496366,-80.19341399,15 NE 11th St,Miami
asianfusion,Asian Fusion,_tiVacKyfWZjOljFenLwVQ,Giselle Miami,No especificado,4.5,430,10127.920790439312,25.78496366,-80.19341399,15 NE 11th St,Miami
coffee,Coffee & Tea,dYilRUDRuLck9_oC36O8DA,Le Parc Cafe,Medio,4.3,59,1358.0716998266364,25.752923042166735,-80.27449089999999,997 N Greenway Dr,Miami
breakfast_brunch,Breakfast & Brunch,dYilRUDRuLck9_oC36O8DA,Le Parc Cafe,Medio,4.3,59,1358.0716998266364,25.752923042166735,-80.27449089999999,997 N Greenway Dr,Miami
cafes,Cafes,dYilRUDRuLck9_oC36O8DA,Le Parc Cafe,Medio,4.3,59,1358.0716998266364,25.752923042166735,-80.27449089999999,997 N Greenway Dr,Miami
seafood,Seafood,jp8y_UlQW8KE0yAcJ1Jubg,The Fatty Crab,Medio,4.2,714,6718.716350078568,25.7932394,-80.3379343,2000 NW 87th Ave,Miami
cajun,Cajun/Creole,jp8y_UlQW8KE0yAcJ1Jubg,The Fatty Crab,Medio,4.2,714,6718.716350078568,25.7932394,-80.3379343,2000 NW 87th Ave,Miami
sportsbars,Sports Bars,jp8y_UlQW8KE0yAcJ1Jubg,The Fatty Crab,Medio,4.2,714,6718.716350078568,25.7932394,-80.3379343,2000 NW 87th Ave,Miami
bars,Bars,Vfg66BjkL7dwWVS2aXUS8w,The Brightside,Medio,4.8,95,6567.375620207152,25.75106306843526,-80.22250558632564,1721 SW 22nd St,Miami
desserts,Desserts,Vfg66BjkL7dwWVS2aXUS8w,The Brightside,Medio,4.8,95,6567.375620207152,25.75106306843526,-80.22250558632564,1721 SW 22nd St,Miami
sandwiches,Sandwiches,Vfg66BjkL7dwWVS2aXUS8w,The Brightside,Medio,4.8,95,6567.375620207152,25.75106306843526,-80.22250558632564,1721 SW 22nd St,Miami
mediterranean,Mediterranean,xvXGIah0QVNj2uCF7xd2EA,Mint Beirut,No especificado,4.8,65,3152.584446441854,25.771816,-80.264648,4249 W Flagler St,Miami
lebanese,Lebanese,xvXGIah0QVNj2uCF7xd2EA,Mint Beirut,No especificado,4.8,65,3152.584446441854,25.771816,-80.264648,4249 W Flagler St,Miami
cuban,Cuban,gmDna9f57vWTlSrdrEuVEg,Sanguich,Medio,4.5,1410,6130.830894006354,25.7656049,-80.2285903,2057 SW 8th St,Miami
sandwiches,Sandwiches,gmDna9f57vWTlSrdrEuVEg,Sanguich,Medio,4.5,1410,6130.830894006354,25.7656049,-80.2285903,2057 SW 8th St,Miami
asianfusion,Asian Fusion,EVGPTVYEU65_tvMEBRPIYg,Good Chef Restaurant,Medio,4.7,713,8182.141658104949,25.767682,-80.368058,113 S W 107th Ave,Miami
bubbletea,Bubble Tea,EVGPTVYEU65_tvMEBRPIYg,Good Chef Restaurant,Medio,4.7,713,8182.141658104949,25.767682,-80.368058,113 S W 107th Ave,Miami
ramen,Ramen,EVGPTVYEU65_tvMEBRPIYg,Good Chef Restaurant,Medio,4.7,713,8182.141658104949,25.767682,-80.368058,113 S W 107th Ave,Miami
newmexican,New Mexican Cuisine,dS1PwKBd4ya9PG1d4cpkwQ,Tacos & Cantina La Potranca,Medio,4.5,137,7129.228478247389,25.798730247955724,-80.33776019999999,2600 NW 87th Ave,Miami
tacos,Tacos,dS1PwKBd4ya9PG1d4cpkwQ,Tacos & Cantina La Potranca,Medio,4.5,137,7129.228478247389,25.798730247955724,-80.33776019999999,2600 NW 87th Ave,Miami
foodtrucks,Food Trucks,nwY3CmIH75cN85cWBSaOAw,Apocalypse BBQ,Medio,4.3,879,12797.303415150403,25.687992898443856,-80.39359629851486,8695 SW 124th Ave,Miami
bbq,Barbeque,nwY3CmIH75cN85cWBSaOAw,Apocalypse BBQ,Medio,4.3,879,12797.303415150403,25.687992898443856,-80.39359629851486,8695 SW 124th Ave,Miami
empanadas,Empanadas,nwY3CmIH75cN85cWBSaOAw,Apocalypse BBQ,Medio,4.3,879,12797.303415150403,25.687992898443856,-80.39359629851486,8695 SW 124th Ave,Miami
argentine,Argentine,Q9Xq-w4DhTeGA_csODsMCA,Loretta & The Butcher,Alto,4.4,311,5170.824888266938,25.727761,-80.2445689,3195 Commodore Plz,Miami
breakfast_brunch,Breakfast & Brunch,Q9Xq-w4DhTeGA_csODsMCA,Loretta & The Butcher,Alto,4.4,311,5170.824888266938,25.727761,-80.2445689,3195 Commodore Plz,Miami
butcher,Butcher,Q9Xq-w4DhTeGA_csODsMCA,Loretta & The Butcher,Alto,4.4,311,5170.824888266938,25.727761,-80.2445689,3195 Commodore Plz,Miami
peruvian,Peruvian,1h8-r9cLeXxW99HhlRUnlA,CVI.CHE 105,Medio,4.4,5946,10289.40979151124,25.775383,-80.1884004,105 NE 3rd Ave,Miami
seafood,Seafood,1h8-r9cLeXxW99HhlRUnlA,CVI.CHE 105,Medio,4.4,5946,10289.40979151124,25.775383,-80.1884004,105 NE 3rd Ave,Miami
gastropubs,Gastropubs,Mb9NIMJZQ3j-w4495B9GNw,Pisco Y Nazca,Medio,4.3,247,3145.352272709099,25.749870948201973,-80.25681713663498,101 Miracle Mile,Miami
peruvian,Peruvian,Mb9NIMJZQ3j-w4495B9GNw,Pisco Y Nazca,Medio,4.3,247,3145.352272709099,25.749870948201973,-80.25681713663498,101 Miracle Mile,Miami
cocktailbars,Cocktail Bars,Mb9NIMJZQ3j-w4495B9GNw,Pisco Y Nazca,Medio,4.3,247,3145.352272709099,25.749870948201973,-80.25681713663498,101 Miracle Mile,Miami
asianfusion,Asian Fusion,UhmxPd9LcxZRmykdIUNM5g,ConSentido Miami,No especificado,4.5,111,9935.427685427292,25.76032,-80.18948,1331 Brickell Bay Dr,Miami
seafood,Seafood,UhmxPd9LcxZRmykdIUNM5g,ConSentido Miami,No especificado,4.5,111,9935.427685427292,25.76032,-80.18948,1331 Brickell Bay Dr,Miami
wine_bars,Wine Bars,UhmxPd9LcxZRmykdIUNM5g,ConSentido Miami,No especificado,4.5,111,9935.427685427292,25.76032,-80.18948,1331 Brickell Bay Dr,Miami
persian,Persian/Iranian,Jjifi324EdbrMWSW2-ZcKQ,Rumi Persian Cuisine,No especificado,4.9,20,6654.565051559707,25.746275,-80.221992,2490 SW 17th Ave,Miami
jazzandblues,Jazz & Blues,kIv1SwTV8-v8m67qDFWk1Q,Armstrong Jazz House,No especificado,3.9,123,2809.844465744993,25.749767,-80.260205,271 Miracle Mile,Miami
french,French,kIv1SwTV8-v8m67qDFWk1Q,Armstrong Jazz House,No especificado,3.9,123,2809.844465744993,25.749767,-80.260205,271 Miracle Mile,Miami
steak,Steakhouses,kIv1SwTV8-v8m67qDFWk1Q,Armstrong Jazz House,No especificado,3.9,123,2809.844465744993,25.749767,-80.260205,271 Miracle Mile,Miami
puertorican,Puerto Rican,fV6YXmRerkHKARygmuaM6A,Mofongo,Medio,4.1,686,6809.07139757137,25.765476578806226,-80.22152490264925,1644 SW 8th St,Miami
latin,Latin American,fV6YXmRerkHKARygmuaM6A,Mofongo,Medio,4.1,686,6809.07139757137,25.765476578806226,-80.22152490264925,1644 SW 8th St,Miami
portuguese,Portuguese,0FRl-hghB50Gw3CQnasq2Q,Braga Portuguese Restaurant,No especificado,4.8,71,6964.168673520157,25.751148301114853,-80.21853935054354,1401 SW 22nd St,Miami
indpak,Indian,V3btCvWa1flTBYt2YKea_g,Bombay Darbar,Medio,4.5,1673,5405.961958481842,25.72935,-80.240789,2901 Florida Ave,Miami
mediterranean,Mediterranean,QQnw1bFxLyamuxn4giIy9g,Sufrat Mediterranean Grill,Medio,4.5,101,8884.862194544405,25.82001,-80.335628,8455 NW 53rd St,Miami
greek,Greek,QQnw1bFxLyamuxn4giIy9g,Sufrat Mediterranean Grill,Medio,4.5,101,8884.862194544405,25.82001,-80.335628,8455 NW 53rd St,Miami
lebanese,Lebanese,QQnw1bFxLyamuxn4giIy9g,Sufrat Mediterranean Grill,Medio,4.5,101,8884.862194544405,25.82001,-80.335628,8455 NW 53rd St,Miami
thai,Thai,Uzs8PA35Qyc8uXKo3yKjqA,Khaosan Road,Medio,4.4,165,3006.3643901469277,25.751469,-80.258076,157 Giralda Ave,Miami
polish,Polish,H2MNMjMwpBjkBMCc-Qo8zg,Pierogi One,Medio,4.5,63,10410.544287576484,25.783782984924677,-80.18993477450881,990 Biscayne Blvd,Miami
modern_european,Modern European,H2MNMjMwpBjkBMCc-Qo8zg,Pierogi One,Medio,4.5,63,10410.544287576484,25.783782984924677,-80.18993477450881,990 Biscayne Blvd,Miami
korean,Korean,0EVWp_KyFdWC9VxJ7Sku1Q,COTE Miami,Muy Alto,4.5,902,11751.444187202473,25.812905772091284,-80.19149139999999,3900 NE 2nd Ave,Miami
steak,Steakhouses,0EVWp_KyFdWC9VxJ7Sku1Q,COTE Miami,Muy Alto,4.5,902,11751.444187202473,25.812905772091284,-80.19149139999999,3900 NE 2nd Ave,Miami
cocktailbars,Cocktail Bars,yxPn5n5se97lnNYN5JcAIw,Le Chick,Medio,4.3,1423,10207.989856355258,25.79989504,-80.20052197,310 NW 24th St,Miami
newamerican,New American,yxPn5n5se97lnNYN5JcAIw,Le Chick,Medio,4.3,1423,10207.989856355258,25.79989504,-80.20052197,310 NW 24th St,Miami
southern,Southern,yxPn5n5se97lnNYN5JcAIw,Le Chick,Medio,4.3,1423,10207.989856355258,25.79989504,-80.20052197,310 NW 24th St,Miami
breakfast_brunch,Breakfast & Brunch,4GKmQ1rynV5RUSiaHHenWQ,First Watch,Medio,3.9,496,2844.225718190066,25.77831,-80.29053,5799 NW 7th St,Miami
cafes,Cafes,4GKmQ1rynV5RUSiaHHenWQ,First Watch,Medio,3.9,496,2844.225718190066,25.77831,-80.29053,5799 NW 7th St,Miami
tradamerican,American,4GKmQ1rynV5RUSiaHHenWQ,First Watch,Medio,3.9,496,2844.225718190066,25.77831,-80.29053,5799 NW 7th St,Miami
mexican,Mexican,9h9nMMvnINJWMt7TjJtePw,The Taco Stand,Medio,4.5,1634,10191.067746631868,25.800782252405774,-80.20131579640305,313 NW 25th St,Miami
steak,Steakhouses,t2wmQb6fCHXEXylvQ_b3lw,Carnicero Steakhouse,Alto,4.1,156,3716.7477071688063,25.7719163,-80.2575827,3805 W Flagler St,Miami
bakeries,Bakeries,Gx7zWzRfytSEmiz8a7Yw5w,Bachour,Medio,4.4,870,2710.7210982711745,25.7540587,-80.2609892,2020 Salzedo St,Miami
newamerican,New American,Gx7zWzRfytSEmiz8a7Yw5w,Bachour,Medio,4.4,870,2710.7210982711745,25.7540587,-80.2609892,2020 Salzedo St,Miami
comfortfood,Comfort Food,Gx7zWzRfytSEmiz8a7Yw5w,Bachour,Medio,4.4,870,2710.7210982711745,25.7540587,-80.2609892,2020 Salzedo St,Miami
peruvian,Peruvian,6YSnnPPC54p0KaIqqv7rYA,Chifa Du Kang Peruvian Chinese Restaurant - Doral,Medio,4.7,118,6341.249648424779,25.799344,-80.324601,2777 NW 79th Ave,Miami
chinese,Chinese,6YSnnPPC54p0KaIqqv7rYA,Chifa Du Kang Peruvian Chinese Restaurant - Doral,Medio,4.7,118,6341.249648424779,25.799344,-80.324601,2777 NW 79th Ave,Miami
cocktailbars,Cocktail Bars,nTsEr_CQqsA8zwLV4kT5nA,Cafe La Trova,Medio,4.4,1216,7895.952565491261,25.7662659,-80.21063,971 SW 8th St,Miami
cuban,Cuban,nTsEr_CQqsA8zwLV4kT5nA,Cafe La Trova,Medio,4.4,1216,7895.952565491261,25.7662659,-80.21063,971 SW 8th St,Miami
venues,Venues & Event Spaces,nTsEr_CQqsA8zwLV4kT5nA,Cafe La Trova,Medio,4.4,1216,7895.952565491261,25.7662659,-80.21063,971 SW 8th St,Miami
cuban,Cuban,CbEQK2S7axhORTDX0id5FQ,La Carreta Restaurant,Medio,3.8,718,4752.036509851842,25.794802728315297,-80.2791273791667,2100 NW 42nd Ave,Miami
pizza,Pizza,wrNU7Kg1KllhIikzyvLHcg,A Little Bit of Philly,Bajo,4.6,405,6367.255255076937,25.809897,-80.289642,3940 Curtiss Pkwy,Miami
cheesesteaks,Cheesesteaks,wrNU7Kg1KllhIikzyvLHcg,A Little Bit of Philly,Bajo,4.6,405,6367.255255076937,25.809897,-80.289642,3940 Curtiss Pkwy,Miami
sandwiches,Sandwiches,wrNU7Kg1KllhIikzyvLHcg,A Little Bit of Philly,Bajo,4.6,405,6367.255255076937,25.809897,-80.289642,3940 Curtiss Pkwy,Miami
mexican,Mexican,jiTLUXjZYExf_G3YhH1ILw,La Diosa Taqueria,Medio,4.6,518,3889.910909526348,25.764597,-80.251447,3458 SW 8th St,Miami
cuban,Cuban,s9-OFJrBridRA7yYZ-5g3g,Bored Cuban,No especificado,4.3,95,3866.7656698882333,25.77965,-80.26363,831 NW 42nd Ave,Miami
desserts,Desserts,s9-OFJrBridRA7yYZ-5g3g,Bored Cuban,No especificado,4.3,95,3866.7656698882333,25.77965,-80.26363,831 NW 42nd Ave,Miami
acaibowls,Acai Bowls,s9-OFJrBridRA7yYZ-5g3g,Bored Cuban,No especificado,4.3,95,3866.7656698882333,25.77965,-80.26363,831 NW 42nd Ave,Miami
thai,Thai,6LbVL8LOVJGpytjzi4OkNw,Atchana's Homegrown Thai,Medio,4.4,372,5117.684513213753,25.7278220860767,-80.2451561763883,3194 Commodore Plz,Miami
burgers,Burgers,U2O--3efcztYT5ZmsQgIbA,Lala’s Burgers,No especificado,4.4,26,3496.9230279736953,25.732068462554977,-80.31427597999216,7360 SW 41 St,Miami
popuprestaurants,Pop-Up Restaurants,U2O--3efcztYT5ZmsQgIbA,Lala’s Burgers,No especificado,4.4,26,3496.9230279736953,25.732068462554977,-80.31427597999216,7360 SW 41 St,Miami
bubbletea,Bubble Tea,xsP-dEKEbP-l_FdVG3cspQ,Domoishi,No especificado,4.8,4,4799.650079950485,25.770871819795737,-80.3315906971693,8343 W Flagler St,Miami
poke,Poke,xsP-dEKEbP-l_FdVG3cspQ,Domoishi,No especificado,4.8,4,4799.650079950485,25.770871819795737,-80.3315906971693,8343 W Flagler St,Miami
ramen,Ramen,xsP-dEKEbP-l_FdVG3cspQ,Domoishi,No especificado,4.8,4,4799.650079950485,25.770871819795737,-80.3315906971693,8343 W Flagler St,Miami
latin,Latin American,wjTfEfdtzFZEbX6t7vC9JQ,Casa Juan Restaurant,Medio,3.9,282,2928.352215894054,25.7781036,-80.2896741,5755 NW 7th St,Miami
cuban,Cuban,wjTfEfdtzFZEbX6t7vC9JQ,Casa Juan Restaurant,Medio,3.9,282,2928.352215894054,25.7781036,-80.2896741,5755 NW 7th St,Miami
italian,Italian,IkTb-zHxAGNqeEvyTaln4g,Cèrto,Medio,4.7,378,768.1161759082453,25.75976,-80.28801,1200 SW 57th Ave,Miami
pizza,Pizza,IkTb-zHxAGNqeEvyTaln4g,Cèrto,Medio,4.7,378,768.1161759082453,25.75976,-80.28801,1200 SW 57th Ave,Miami
